frame_idx,red_pixel_count,flagged
825,0,False
826,0,False
827,0,False
828,0,False
829,0,False
830,0,False
831,0,False
832,0,False
833,0,False
834,0,False
835,0,False
836,0,False
837,0,False
838,0,False
839,0,False
840,0,False
841,0,False
842,0,False
843,0,False
844,0,False
845,0,False
846,0,False
847,0,False
848,0,False
849,0,False
850,0,False
851,0,False
852,0,False
853,0,False
854,0,False
855,0,False
856,0,False
857,0,False
858,0,False
859,0,False
860,0,False
861,0,False
862,0,False
863,0,False
864,0,False
865,0,False
866,0,False
867,0,False
868,0,False
869,0,False
870,0,False
871,0,False
872,0,False
873,0,False
874,0,False
875,0,False
876,0,False
877,0,False
878,0,False
879,0,False
880,0,False
881,0,False
882,0,False
883,0,False
884,0,False
885,0,False
886,0,False
887,0,False
888,0,False
889,0,False
890,0,False
891,0,False
892,0,False
893,0,False
894,0,False
895,0,False
896,0,False
897,0,False
898,0,False
899,0,False
900,0,False
901,0,False
902,0,False
903,0,False
904,0,False
905,0,False
906,0,False
907,0,False
908,0,False
909,0,False
910,0,False
911,0,False
912,0,False
913,0,False
914,0,False
915,0,False
916,0,False
917,0,False
918,0,False
919,0,False
920,0,False
921,0,False
922,0,False
923,0,False
924,0,False
925,0,False
926,0,False
927,0,False
928,0,False
929,0,False
930,0,False
931,0,False
932,0,False
933,0,False
934,0,False
935,0,False
936,0,False
937,0,False
938,0,False
939,0,False
940,0,False
941,0,False
942,0,False
943,0,False
944,0,False
945,0,False
946,0,False
947,0,False
948,0,False
949,0,False
950,0,False
951,0,False
952,0,False
953,0,False
954,0,False
955,0,False
956,0,False
957,0,False
958,0,False
959,0,False
960,0,False
961,0,False
962,0,False
963,0,False
964,0,False
965,0,False
966,0,False
967,0,False
968,0,False
969,0,False
970,0,False
971,0,False
972,0,False
973,0,False
974,0,False
975,0,False
976,0,False
977,0,False
978,0,False
979,0,False
980,0,False
981,0,False
982,0,False
983,0,False
984,0,False
985,0,False
986,0,False
987,0,False
988,0,False
989,0,False
990,0,False
991,0,False
992,0,False
993,0,False
994,0,False
995,1,False
996,0,False
997,1,False
998,1,False
999,2,False
1000,2,False
1001,4,False
1002,3,False
1003,1,False
1004,4,False
1005,3,False
1006,3,False
1007,2,False
1008,2,False
1009,1,False
1010,3,False
1011,3,False
1012,2,False
1013,2,False
1014,3,False
1015,2,False
1016,2,False
1017,1,False
1018,2,False
1019,3,False
1020,5,False
1021,5,False
1022,2,False
1023,3,False
1024,3,False
1025,3,False
1026,5,False
1027,4,False
1028,5,False
1029,2,False
1030,3,False
1031,4,False
1032,5,False
1033,4,False
1034,3,False
1035,3,False
1036,1,False
1037,0,False
1038,0,False
1039,0,False
1040,3,False
1041,0,False
1042,1,False
1043,2,False
1044,1,False
1045,1,False
1046,0,False
1047,1,False
1048,0,False
1049,0,False
1050,0,False
1051,1,False
1052,1,False
1053,0,False
1054,0,False
1055,4,False
1056,5,False
1057,5,False
1058,5,False
1059,8,False
1060,3,False
1061,5,False
1062,8,False
1063,4,False
1064,2,False
1065,4,False
1066,1,False
1067,2,False
1068,0,False
1069,1,False
1070,0,False
1071,0,False
1072,1,False
1073,0,False
1074,0,False
1075,0,False
1076,4,False
1077,2,False
1078,4,False
1079,3,False
1080,2,False
1081,2,False
1082,0,False
1083,1,False
1084,0,False
1085,2,False
1086,2,False
1087,0,False
1088,2,False
1089,1,False
1090,2,False
1091,1,False
1092,1,False
1093,0,False
1094,0,False
1095,0,False
1096,0,False
1097,1,False
1098,2,False
1099,6,False
1100,3,False
1101,5,False
1102,7,False
1103,8,False
1104,6,False
1105,10,False
1106,3,False
1107,10,False
1108,11,False
1109,6,False
1110,4,False
1111,3,False
1112,7,False
1113,7,False
1114,10,False
1115,6,False
1116,6,False
1117,8,False
1118,6,False
1119,9,False
1120,14,False
1121,20,False
1122,19,False
1123,19,False
1124,17,False
1125,10,False
1126,11,False
1127,10,False
1128,7,False
1129,11,False
1130,12,False
1131,8,False
1132,12,False
1133,8,False
1134,9,False
1135,11,False
1136,11,False
1137,13,False
1138,11,False
1139,11,False
1140,11,False
1141,6,False
1142,8,False
1143,9,False
1144,7,False
1145,9,False
1146,5,False
1147,5,False
1148,5,False
1149,2,False
1150,4,False
1151,4,False
1152,5,False
1153,4,False
1154,3,False
1155,4,False
1156,3,False
1157,0,False
1158,3,False
1159,2,False
1160,1,False
1161,2,False
1162,2,False
1163,5,False
1164,3,False
1165,7,False
1166,7,False
1167,8,False
1168,7,False
1169,6,False
1170,3,False
1171,3,False
1172,0,False
1173,0,False
1174,0,False
1175,0,False
1176,0,False
1177,1,False
1178,0,False
1179,0,False
1180,0,False
1181,0,False
1182,0,False
1183,0,False
1184,0,False
1185,0,False
1186,0,False
1187,0,False
1188,0,False
1189,0,False
1190,0,False
1191,0,False
1192,0,False
1193,0,False
1194,0,False
1195,0,False
1196,0,False
1197,0,False
1198,0,False
1199,0,False
1200,0,False
1201,0,False
1202,0,False
1203,0,False
1204,0,False
1205,0,False
1206,0,False
1207,0,False
1208,0,False
1209,0,False
1210,0,False
1211,0,False
1212,0,False
1213,0,False
1214,0,False
1215,0,False
1216,0,False
1217,0,False
1218,0,False
1219,0,False
1220,0,False
1221,0,False
1222,0,False
1223,0,False
1224,0,False
1225,0,False
1226,0,False
1227,0,False
1228,0,False
1229,0,False
1230,0,False
1231,0,False
1232,0,False
1233,0,False
1234,0,False
1235,0,False
1236,0,False
1237,0,False
1238,0,False
1239,0,False
1240,0,False
1241,0,False
1242,0,False
1243,0,False
1244,0,False
1245,0,False
1246,0,False
1247,0,False
1248,0,False
1249,0,False
1250,0,False
1251,0,False
1252,0,False
1253,0,False
1254,0,False
1255,0,False
1256,0,False
1257,0,False
1258,0,False
1259,0,False
1260,0,False
1261,0,False
1262,0,False
1263,0,False
1264,0,False
1265,0,False
1266,0,False
1267,0,False
1268,0,False
1269,0,False
1270,0,False
1271,0,False
1272,0,False
1273,0,False
1274,0,False
1275,0,False
1276,0,False
1277,0,False
1278,0,False
1279,0,False
1280,0,False
1281,0,False
1282,0,False
1283,0,False
1284,0,False
1285,0,False
1286,0,False
1287,0,False
1288,0,False
1289,0,False
1290,0,False
1291,0,False
1292,0,False
1293,0,False
1294,0,False
1295,0,False
1296,0,False
1297,0,False
1298,0,False
1299,0,False
1300,0,False
1301,0,False
1302,0,False
1303,0,False
1304,0,False
1305,0,False
1306,0,False
1307,0,False
1308,0,False
1309,0,False
1310,0,False
1311,0,False
1312,0,False
1313,0,False
1314,0,False
1315,0,False
1316,0,False
1317,0,False
1318,0,False
1319,0,False
1320,0,False
1321,0,False
1322,0,False
1323,0,False
1324,0,False
1325,0,False
1326,0,False
1327,0,False
1328,0,False
1329,0,False
1330,308,True
1331,306,True
1332,307,True
1333,303,True
1334,303,True
1335,304,True
1336,304,True
1337,305,True
1338,304,True
1339,304,True
1340,306,True
1341,307,True
1342,306,True
1343,309,True
1344,311,True
1345,309,True
1346,311,True
1347,312,True
1348,318,True
1349,315,True
1350,312,True
1351,311,True
1352,312,True
1353,311,True
1354,311,True
1355,311,True
1356,312,True
1357,314,True
1358,308,True
1359,308,True
1360,312,True
1361,310,True
1362,309,True
1363,308,True
1364,308,True
1365,309,True
1366,305,True
1367,310,True
1368,307,True
1369,307,True
1370,311,True
1371,310,True
1372,310,True
1373,309,True
1374,309,True
1375,306,True
1376,308,True
1377,307,True
1378,307,True
1379,307,True
1380,308,True
1381,307,True
1382,312,True
1383,308,True
1384,307,True
1385,310,True
1386,310,True
1387,312,True
1388,312,True
1389,312,True
1390,314,True
1391,311,True
1392,312,True
1393,308,True
1394,312,True
1395,311,True
1396,310,True
1397,308,True
1398,309,True
1399,310,True
1400,309,True
1401,309,True
1402,309,True
1403,310,True
1404,311,True
1405,309,True
1406,308,True
1407,309,True
1408,309,True
1409,310,True
1410,310,True
1411,310,True
1412,313,True
1413,312,True
1414,313,True
1415,312,True
1416,312,True
1417,311,True
1418,309,True
1419,310,True
1420,310,True
1421,311,True
1422,311,True
1423,312,True
1424,309,True
1425,311,True
1426,310,True
1427,312,True
1428,309,True
1429,310,True
1430,308,True
1431,310,True
1432,307,True
1433,309,True
1434,312,True
1435,308,True
1436,307,True
1437,305,True
1438,306,True
1439,307,True
1440,0,False
1441,0,False
1442,0,False
1443,0,False
1444,0,False
1445,0,False
1446,0,False
1447,0,False
1448,0,False
1449,0,False
1450,0,False
1451,0,False
1452,0,False
